0:0:0:0:0:0:0:1 - - [19/Mar/2025:08:41:50 +0100] "GET /guacamole/images/warning.svg HTTP/1.1" 200 1925
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:11:38 +0100] "GET /guacamole/websocket-tunnel?token=F5BA41B936193048160749F7BB8A5DB6409AD6966315F2EEDCB9AFA03FF12C92&GUAC_DATA_SOURCE=undefined&GUAC_ID=%C3%97&GUAC_TYPE=undefined&GUAC_WIDTH=1920&GUAC_HEIGHT=847&GUAC_DPI=120&GUAC_TIMEZONE=America%2FLos_Angeles&GUAC_AUDIO=audio%2FL8&GUAC_AUDIO=audio%2FL16&GUAC_IMAGE=image%2Fjpeg&GUAC_IMAGE=image%2Fpng&GUAC_IMAGE=image%2Fwebp HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:11:38 +0100] "POST /guacamole/tunnel?connect HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:11:38 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:11:38 +0100] "GET /guacamole/images/action-icons/guac-logout.svg HTTP/1.1" 200 1464
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:11:38 +0100] "GET /guacamole/images/circle-arrows.svg HTTP/1.1" 200 1408
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:11:38 +0100] "GET /guacamole/images/action-icons/guac-home.svg HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:11:38 +0100] "POST /guacamole/api/tokens HTTP/1.1" 403 257
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:11:46 +0100] "GET /guacamole/websocket-tunnel?token=F5BA41B936193048160749F7BB8A5DB6409AD6966315F2EEDCB9AFA03FF12C92&GUAC_DATA_SOURCE=undefined&GUAC_ID=%C3%97&GUAC_TYPE=undefined&GUAC_WIDTH=1920&GUAC_HEIGHT=847&GUAC_DPI=120&GUAC_TIMEZONE=America%2FLos_Angeles&GUAC_AUDIO=audio%2FL8&GUAC_AUDIO=audio%2FL16&GUAC_IMAGE=image%2Fjpeg&GUAC_IMAGE=image%2Fpng&GUAC_IMAGE=image%2Fwebp HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:11:46 +0100] "POST /guacamole/tunnel?connect HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:11:46 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
10.0.1.194 - - [19/Mar/2025:09:11:54 +0100] "GET /guacamole/ HTTP/1.1" 304 -
10.0.1.194 - - [19/Mar/2025:09:11:54 +0100] "GET /guacamole/app.css?b=20240330042611 HTTP/1.1" 304 -
10.0.1.194 - - [19/Mar/2025:09:11:55 +0100] "GET /guacamole/app.js?b=20240330042611 HTTP/1.1" 304 -
10.0.1.194 - - [19/Mar/2025:09:11:56 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
10.0.1.194 - - [19/Mar/2025:09:11:56 +0100] "GET /guacamole/api/languages HTTP/1.1" 200 244
10.0.1.194 - - [19/Mar/2025:09:11:56 +0100] "GET /guacamole/api/patches HTTP/1.1" 200 340
10.0.1.194 - - [19/Mar/2025:09:11:56 +0100] "DELETE /guacamole/api/session HTTP/1.1" 403 192
10.0.1.194 - - [19/Mar/2025:09:11:56 +0100] "GET /guacamole/translations/en.json HTTP/1.1" 200 48945
10.0.1.194 - - [19/Mar/2025:09:11:56 +0100] "GET /guacamole/translations/fr.json HTTP/1.1" 200 49975
10.0.1.194 - - [19/Mar/2025:09:11:56 +0100] "GET /guacamole/api/session/data/mysql-shared/connectionGroups/ROOT/tree HTTP/1.1" 200 123
10.0.1.194 - - [19/Mar/2025:09:11:56 +0100] "GET /guacamole/api/session/data/mysql/connectionGroups/ROOT/tree HTTP/1.1" 200 669
10.0.1.194 - - [19/Mar/2025:09:11:56 +0100] "GET /guacamole/api/session/data/mysql-shared/self/effectivePermissions HTTP/1.1" 200 227
10.0.1.194 - - [19/Mar/2025:09:11:56 +0100] "GET /guacamole/api/session/data/mysql/self/effectivePermissions HTTP/1.1" 200 238
10.0.1.194 - - [19/Mar/2025:09:11:57 +0100] "GET /guacamole/websocket-tunnel?token=F5BA41B936193048160749F7BB8A5DB6409AD6966315F2EEDCB9AFA03FF12C92&GUAC_DATA_SOURCE=undefined&GUAC_ID=%C3%97&GUAC_TYPE=undefined&GUAC_WIDTH=1920&GUAC_HEIGHT=847&GUAC_DPI=120&GUAC_TIMEZONE=America%2FLos_Angeles&GUAC_AUDIO=audio%2FL8&GUAC_AUDIO=audio%2FL16&GUAC_IMAGE=image%2Fjpeg&GUAC_IMAGE=image%2Fpng&GUAC_IMAGE=image%2Fwebp HTTP/1.1" 101 -
10.0.1.194 - - [19/Mar/2025:09:11:57 +0100] "POST /guacamole/tunnel?connect HTTP/1.1" 400 640
10.0.1.194 - - [19/Mar/2025:09:11:57 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
10.0.1.194 - - [19/Mar/2025:09:12:16 +0100] "GET /guacamole/api/session/data/mysql/connections/8 HTTP/1.1" 404 180
10.0.1.194 - - [19/Mar/2025:09:12:16 +0100] "GET /guacamole/websocket-tunnel?token=F5BA41B936193048160749F7BB8A5DB6409AD6966315F2EEDCB9AFA03FF12C92&GUAC_DATA_SOURCE=mysql&GUAC_ID=8&GUAC_TYPE=c&GUAC_WIDTH=1920&GUAC_HEIGHT=847&GUAC_DPI=120&GUAC_TIMEZONE=America%2FLos_Angeles&GUAC_AUDIO=audio%2FL8&GUAC_AUDIO=audio%2FL16&GUAC_IMAGE=image%2Fjpeg&GUAC_IMAGE=image%2Fpng&GUAC_IMAGE=image%2Fwebp HTTP/1.1" 101 -
10.0.1.194 - - [19/Mar/2025:09:12:16 +0100] "POST /guacamole/tunnel?connect HTTP/1.1" 404 604
10.0.1.194 - - [19/Mar/2025:09:12:16 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
10.0.1.194 - - [19/Mar/2025:09:12:21 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
10.0.1.194 - - [19/Mar/2025:09:12:22 +0100] "GET /guacamole/api/session/data/mysql/users/0000113 HTTP/1.1" 200 169
10.0.1.194 - - [19/Mar/2025:09:12:22 +0100] "GET /guacamole/api/session/data/mysql-shared/activeConnections HTTP/1.1" 200 2
10.0.1.194 - - [19/Mar/2025:09:12:22 +0100] "GET /guacamole/api/session/data/mysql/activeConnections HTTP/1.1" 200 2
10.0.1.194 - - [19/Mar/2025:09:12:33 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
10.0.1.194 - - [19/Mar/2025:09:12:33 +0100] "GET /guacamole/api/session/data/mysql/connections/9 HTTP/1.1" 200 273
10.0.1.194 - - [19/Mar/2025:09:12:33 +0100] "GET /guacamole/websocket-tunnel?token=F5BA41B936193048160749F7BB8A5DB6409AD6966315F2EEDCB9AFA03FF12C92&GUAC_DATA_SOURCE=mysql&GUAC_ID=9&GUAC_TYPE=c&GUAC_WIDTH=1920&GUAC_HEIGHT=847&GUAC_DPI=120&GUAC_TIMEZONE=America%2FLos_Angeles&GUAC_AUDIO=audio%2FL8&GUAC_AUDIO=audio%2FL16&GUAC_IMAGE=image%2Fjpeg&GUAC_IMAGE=image%2Fpng&GUAC_IMAGE=image%2Fwebp HTTP/1.1" 101 -
10.0.1.194 - - [19/Mar/2025:09:12:33 +0100] "GET /guacamole/api/session/tunnels/a7271d78-ddee-3437-8c22-afb646dc3caf/protocol HTTP/1.1" 200 2512
10.0.1.194 - - [19/Mar/2025:09:12:33 +0100] "GET /guacamole/api/session/tunnels/a7271d78-ddee-3437-8c22-afb646dc3caf/activeConnection/connection/sharingProfiles HTTP/1.1" 200 2
10.0.1.194 - - [19/Mar/2025:09:14:57 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
10.0.1.194 - - [19/Mar/2025:09:14:58 +0100] "GET /guacamole/api/session/data/mysql-shared/activeConnections HTTP/1.1" 200 2
10.0.1.194 - - [19/Mar/2025:09:14:58 +0100] "GET /guacamole/images/action-icons/guac-first-page.svg HTTP/1.1" 200 335
10.0.1.194 - - [19/Mar/2025:09:14:58 +0100] "GET /guacamole/images/protocol-icons/guac-monitor.svg HTTP/1.1" 200 968
10.0.1.194 - - [19/Mar/2025:09:14:58 +0100] "GET /guacamole/images/action-icons/guac-prev-page.svg HTTP/1.1" 200 258
10.0.1.194 - - [19/Mar/2025:09:14:58 +0100] "GET /guacamole/images/action-icons/guac-next-page.svg HTTP/1.1" 200 260
10.0.1.194 - - [19/Mar/2025:09:14:58 +0100] "GET /guacamole/images/warning-white.svg HTTP/1.1" 200 1933
10.0.1.194 - - [19/Mar/2025:09:14:58 +0100] "GET /guacamole/images/action-icons/guac-last-page.svg HTTP/1.1" 200 337
10.0.1.194 - - [19/Mar/2025:09:14:58 +0100] "GET /guacamole/api/session/data/mysql/activeConnections HTTP/1.1" 200 218
10.0.1.194 - - [19/Mar/2025:09:15:11 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
10.0.1.194 - - [19/Mar/2025:09:15:11 +0100] "GET /guacamole/api/session/data/mysql-shared/activeConnections HTTP/1.1" 200 2
10.0.1.194 - - [19/Mar/2025:09:15:11 +0100] "GET /guacamole/api/session/data/mysql/activeConnections HTTP/1.1" 200 218
10.0.1.194 - - [19/Mar/2025:09:15:28 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
10.0.1.194 - - [19/Mar/2025:09:15:28 +0100] "GET /guacamole/api/session/data/mysql-shared/activeConnections HTTP/1.1" 200 2
10.0.1.194 - - [19/Mar/2025:09:15:28 +0100] "GET /guacamole/api/session/data/mysql/activeConnections HTTP/1.1" 200 218
10.0.1.194 - - [19/Mar/2025:09:15:34 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
10.0.1.194 - - [19/Mar/2025:09:15:34 +0100] "GET /guacamole/api/session/data/mysql/connections/10 HTTP/1.1" 200 276
10.0.1.194 - - [19/Mar/2025:09:15:34 +0100] "GET /guacamole/websocket-tunnel?token=F5BA41B936193048160749F7BB8A5DB6409AD6966315F2EEDCB9AFA03FF12C92&GUAC_DATA_SOURCE=mysql&GUAC_ID=10&GUAC_TYPE=c&GUAC_WIDTH=1920&GUAC_HEIGHT=847&GUAC_DPI=120&GUAC_TIMEZONE=America%2FLos_Angeles&GUAC_AUDIO=audio%2FL8&GUAC_AUDIO=audio%2FL16&GUAC_IMAGE=image%2Fjpeg&GUAC_IMAGE=image%2Fpng&GUAC_IMAGE=image%2Fwebp HTTP/1.1" 101 -
10.0.1.194 - - [19/Mar/2025:09:15:35 +0100] "GET /guacamole/api/session/tunnels/bf9df7ce-b026-3432-9961-8833a681d34b/protocol HTTP/1.1" 200 2512
10.0.1.194 - - [19/Mar/2025:09:15:35 +0100] "GET /guacamole/api/session/tunnels/bf9df7ce-b026-3432-9961-8833a681d34b/activeConnection/connection/sharingProfiles HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:23 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:35 +0100] "GET /guacamole/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:35 +0100] "GET /guacamole/app.js?b=20240330042611 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:35 +0100] "GET /guacamole/app.css?b=20240330042611 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:36 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:36 +0100] "GET /guacamole/api/languages HTTP/1.1" 200 244
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:36 +0100] "GET /guacamole/api/patches HTTP/1.1" 200 340
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:36 +0100] "DELETE /guacamole/api/session HTTP/1.1" 204 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:36 +0100] "GET /guacamole/translations/en.json HTTP/1.1" 200 48945
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:36 +0100] "GET /guacamole/translations/fr.json HTTP/1.1" 200 49975
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:36 +0100] "GET /guacamole/api/session/data/mysql-shared/connectionGroups/ROOT/tree HTTP/1.1" 200 123
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:36 +0100] "GET /guacamole/api/session/data/mysql/connectionGroups/ROOT/tree HTTP/1.1" 200 723
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:36 +0100] "GET /guacamole/api/session/data/mysql-shared/self/effectivePermissions HTTP/1.1" 200 227
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:36 +0100] "GET /guacamole/api/session/data/mysql/self/effectivePermissions HTTP/1.1" 200 238
10.0.1.194 - - [19/Mar/2025:09:16:36 +0100] "POST /guacamole/api/tokens HTTP/1.1" 403 257
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:37 +0100] "GET /guacamole/websocket-tunnel?token=A91D9735E5DA2DD5C74F554A71814D9E0335F3F818A793E20007231FC216FAF3&GUAC_DATA_SOURCE=undefined&GUAC_ID=%C3%97&GUAC_TYPE=undefined&GUAC_WIDTH=1920&GUAC_HEIGHT=847&GUAC_DPI=120&GUAC_TIMEZONE=America%2FLos_Angeles&GUAC_AUDIO=audio%2FL8&GUAC_AUDIO=audio%2FL16&GUAC_IMAGE=image%2Fjpeg&GUAC_IMAGE=image%2Fpng&GUAC_IMAGE=image%2Fwebp HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:37 +0100] "POST /guacamole/tunnel?connect HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:16:37 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:01 +0100] "GET /guacamole/websocket-tunnel?token=A91D9735E5DA2DD5C74F554A71814D9E0335F3F818A793E20007231FC216FAF3&GUAC_DATA_SOURCE=undefined&GUAC_ID=%C3%97&GUAC_TYPE=undefined&GUAC_WIDTH=1920&GUAC_HEIGHT=847&GUAC_DPI=120&GUAC_TIMEZONE=America%2FLos_Angeles&GUAC_AUDIO=audio%2FL8&GUAC_AUDIO=audio%2FL16&GUAC_IMAGE=image%2Fjpeg&GUAC_IMAGE=image%2Fpng&GUAC_IMAGE=image%2Fwebp HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:01 +0100] "POST /guacamole/tunnel?connect HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:02 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 172
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:02 +0100] "DELETE /guacamole/api/session HTTP/1.1" 204 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:12 +0100] "GET /guacamole/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:12 +0100] "GET /guacamole/app.css?b=20240330042611 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:12 +0100] "GET /guacamole/app.js?b=20240330042611 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:12 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 172
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:12 +0100] "GET /guacamole/api/languages HTTP/1.1" 200 244
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:12 +0100] "GET /guacamole/api/patches HTTP/1.1" 200 340
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:13 +0100] "GET /guacamole/translations/en.json HTTP/1.1" 200 48945
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:13 +0100] "GET /guacamole/translations/fr.json HTTP/1.1" 200 49975
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:13 +0100] "GET /guacamole/api/session/data/mysql-shared/connectionGroups/ROOT/tree HTTP/1.1" 200 123
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:13 +0100] "GET /guacamole/api/session/data/mysql/connectionGroups/ROOT/tree HTTP/1.1" 200 3008
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:13 +0100] "GET /guacamole/api/session/data/mysql/self/effectivePermissions HTTP/1.1" 200 940
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:13 +0100] "GET /guacamole/api/session/data/mysql-shared/self/effectivePermissions HTTP/1.1" 200 229
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:13 +0100] "GET /guacamole/websocket-tunnel?token=469001D199DCEFDA387D2933CD2BFBEA6DD233565F48E331E28B197B191DBA70&GUAC_DATA_SOURCE=undefined&GUAC_ID=%C3%97&GUAC_TYPE=undefined&GUAC_WIDTH=1920&GUAC_HEIGHT=847&GUAC_DPI=120&GUAC_TIMEZONE=America%2FLos_Angeles&GUAC_AUDIO=audio%2FL8&GUAC_AUDIO=audio%2FL16&GUAC_IMAGE=image%2Fjpeg&GUAC_IMAGE=image%2Fpng&GUAC_IMAGE=image%2Fwebp HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:13 +0100] "POST /guacamole/tunnel?connect HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:18:13 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 172
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:10 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 172
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:11 +0100] "GET /guacamole/api/session/data/mysql/users/guacadmin HTTP/1.1" 200 307
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:11 +0100] "GET /guacamole/api/session/data/mysql-shared/activeConnections HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:11 +0100] "GET /guacamole/api/session/data/mysql/activeConnections HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:11 +0100] "GET /guacamole/images/protocol-icons/guac-text.svg HTTP/1.1" 200 647
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:11 +0100] "GET /guacamole/images/action-icons/guac-logout-dark.svg HTTP/1.1" 200 1464
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:11 +0100] "GET /guacamole/images/action-icons/guac-config-dark.svg HTTP/1.1" 200 840
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:11 +0100] "GET /guacamole/images/magnifier.svg HTTP/1.1" 200 647
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:11 +0100] "GET /guacamole/images/user-icons/guac-user.svg HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:11 +0100] "GET /guacamole/images/arrows/down.svg HTTP/1.1" 200 317
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:11 +0100] "GET /guacamole/images/action-icons/guac-home-dark.svg HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:44 +0100] "GET /guacamole/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:45 +0100] "GET /guacamole/app.css?b=20240330042611 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:45 +0100] "GET /guacamole/app.js?b=20240330042611 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:45 +0100] "GET /guacamole/api/patches HTTP/1.1" 200 340
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:45 +0100] "POST /guacamole/api/tokens HTTP/1.1" 403 257
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:45 +0100] "GET /guacamole/api/languages HTTP/1.1" 200 244
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:45 +0100] "GET /guacamole/translations/en.json HTTP/1.1" 200 48945
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:24:45 +0100] "GET /guacamole/translations/fr.json HTTP/1.1" 200 49975
10.0.1.194 - - [19/Mar/2025:09:25:18 +0100] "GET /guacamole/ HTTP/1.1" 304 -
10.0.1.194 - - [19/Mar/2025:09:25:18 +0100] "GET /guacamole/app.css?b=20240330042611 HTTP/1.1" 304 -
10.0.1.194 - - [19/Mar/2025:09:25:18 +0100] "GET /guacamole/app.js?b=20240330042611 HTTP/1.1" 304 -
10.0.1.194 - - [19/Mar/2025:09:25:19 +0100] "GET /guacamole/api/patches HTTP/1.1" 200 340
10.0.1.194 - - [19/Mar/2025:09:25:19 +0100] "POST /guacamole/api/tokens HTTP/1.1" 403 257
10.0.1.194 - - [19/Mar/2025:09:25:19 +0100] "GET /guacamole/api/languages HTTP/1.1" 200 244
10.0.1.194 - - [19/Mar/2025:09:25:19 +0100] "GET /guacamole/translations/fr.json HTTP/1.1" 200 49975
10.0.1.194 - - [19/Mar/2025:09:25:19 +0100] "GET /guacamole/translations/en.json HTTP/1.1" 200 48945
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:33 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:47 +0100] "GET /guacamole/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:47 +0100] "GET /guacamole/app.css?b=20240330042611 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:47 +0100] "GET /guacamole/app.js?b=20240330042611 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:48 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:48 +0100] "GET /guacamole/api/patches HTTP/1.1" 200 340
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:48 +0100] "DELETE /guacamole/api/session HTTP/1.1" 204 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:48 +0100] "GET /guacamole/api/languages HTTP/1.1" 200 244
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:48 +0100] "GET /guacamole/api/session/data/mysql-shared/connectionGroups/ROOT/tree HTTP/1.1" 200 123
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:48 +0100] "GET /guacamole/api/session/data/mysql-shared/self/effectivePermissions HTTP/1.1" 200 227
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:48 +0100] "GET /guacamole/api/session/data/mysql/connectionGroups/ROOT/tree HTTP/1.1" 200 723
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:48 +0100] "GET /guacamole/api/session/data/mysql/self/effectivePermissions HTTP/1.1" 200 238
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:48 +0100] "GET /guacamole/translations/en.json HTTP/1.1" 200 48945
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:48 +0100] "GET /guacamole/translations/fr.json HTTP/1.1" 200 49975
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:49 +0100] "GET /guacamole/websocket-tunnel?token=CC29FCD5650B180BAE15CE990B3527A67D4078BD0A86A8F728E3497DCCE671BD&GUAC_DATA_SOURCE=undefined&GUAC_ID=%C3%97&GUAC_TYPE=undefined&GUAC_WIDTH=1920&GUAC_HEIGHT=847&GUAC_DPI=120&GUAC_TIMEZONE=America%2FLos_Angeles&GUAC_AUDIO=audio%2FL8&GUAC_AUDIO=audio%2FL16&GUAC_IMAGE=image%2Fjpeg&GUAC_IMAGE=image%2Fpng&GUAC_IMAGE=image%2Fwebp HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:49 +0100] "POST /guacamole/tunnel?connect HTTP/1.1" 400 640
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:49 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:54 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:54 +0100] "GET /guacamole/api/session/data/mysql/users/0000113 HTTP/1.1" 200 169
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:55 +0100] "GET /guacamole/api/session/data/mysql-shared/activeConnections HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:25:55 +0100] "GET /guacamole/api/session/data/mysql/activeConnections HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [19/Mar/2025:09:26:16 +0100] "POST /guacamole/api/tokens HTTP/1.1" 200 170
